step,recon_loss,contrastive_loss,variance_loss,covariance_loss,em_ema,contrastive_weight,lr
36700,6.159171,0.017847,0.971378,0.000054,0.005019,0.100000,0.000295
36750,6.049581,0.027623,0.972216,0.000049,0.000332,0.100000,0.000295
36800,6.152374,0.032861,0.972757,0.000047,0.000013,0.100000,0.000295
36850,6.446860,0.055934,0.972784,0.000046,0.000001,0.100000,0.000295
36900,6.687511,0.075470,0.973179,0.000042,0.000000,0.100000,0.000295
36950,6.544405,0.065139,0.973179,0.000040,0.001445,0.100000,0.000295
37000,6.353609,0.057095,0.972775,0.000040,0.014865,0.100000,0.000295
37050,6.469991,0.072244,0.972719,0.000045,0.009186,0.100000,0.000294
37100,5.852852,0.298016,0.975228,0.000037,0.013045,0.100000,0.000294
37150,5.810833,0.267649,0.974798,0.000041,0.000623,0.100000,0.000294
37200,6.322727,0.031551,0.972482,0.000053,0.000025,0.100000,0.000294
37250,6.161601,0.027789,0.972323,0.000052,0.000471,0.100000,0.000294
37300,6.483510,0.021321,0.971870,0.000054,0.001723,0.100000,0.000294
37350,6.455358,0.025688,0.971650,0.000055,0.001297,0.100000,0.000294
37400,5.893449,0.069553,0.972076,0.000053,0.012931,0.100000,0.000294
37450,5.994608,0.090750,0.973389,0.000045,0.001406,0.100000,0.000294
37500,6.610566,0.064093,0.973835,0.000040,0.000057,0.100000,0.000294
37550,6.532321,0.051214,0.973651,0.000039,0.000002,0.100000,0.000294
37600,6.361520,0.034539,0.973028,0.000045,0.000990,0.100000,0.000294
37650,6.507428,0.017408,0.971675,0.000055,0.000040,0.100000,0.000294
37700,6.330239,0.016422,0.971209,0.000058,0.000692,0.100000,0.000294
37750,6.355385,0.021092,0.971597,0.000057,0.000028,0.100000,0.000294
37800,6.562354,0.018859,0.971678,0.000055,0.000001,0.100000,0.000294
37850,6.542926,0.017400,0.971885,0.000051,0.000000,0.100000,0.000294
37900,6.626355,0.021425,0.972267,0.000046,0.000000,0.100000,0.000294
37950,6.618303,0.028039,0.972516,0.000047,0.000000,0.100000,0.000294
38000,6.490259,0.021219,0.972084,0.000051,0.000000,0.100000,0.000294
38050,6.559021,0.018433,0.971539,0.000053,0.000278,0.100000,0.000294
38100,5.879609,0.049604,0.972834,0.000048,0.000348,0.100000,0.000294
38150,5.766906,0.048283,0.973026,0.000046,0.000250,0.100000,0.000294
38200,6.464219,0.020550,0.972043,0.000051,0.000010,0.100000,0.000294
38250,6.469386,0.023099,0.972195,0.000049,0.000000,0.100000,0.000294
38300,6.573214,0.026823,0.972511,0.000046,0.000862,0.100000,0.000294
38350,6.576607,0.022706,0.972551,0.000047,0.000035,0.100000,0.000294
38400,6.507822,0.015694,0.971748,0.000053,0.000001,0.100000,0.000294
38450,6.458201,0.007741,0.970994,0.000055,0.001056,0.100000,0.000294
38500,6.432132,0.008977,0.971004,0.000056,0.001591,0.100000,0.000294
38550,6.412874,0.014172,0.971575,0.000054,0.002094,0.100000,0.000294
38600,6.393151,0.023868,0.972301,0.000050,0.000879,0.100000,0.000294
38650,6.370768,0.027944,0.972326,0.000048,0.000036,0.100000,0.000294
38700,6.571741,0.020138,0.971792,0.000051,0.000001,0.100000,0.000294
38750,6.522304,0.017511,0.971288,0.000057,0.000053,0.100000,0.000294
38800,6.407116,0.027369,0.971401,0.000057,0.000648,0.100000,0.000294
38850,6.538124,0.035375,0.972107,0.000052,0.000213,0.100000,0.000294
38900,6.551344,0.026803,0.972224,0.000050,0.000792,0.100000,0.000294
38950,6.586734,0.024223,0.972331,0.000047,0.000032,0.100000,0.000294
39000,6.455355,0.026071,0.972484,0.000044,0.001166,0.100000,0.000294
39050,6.440950,0.027178,0.972548,0.000045,0.000852,0.100000,0.000294
39100,6.577181,0.036395,0.972492,0.000054,0.000796,0.100000,0.000294
39150,6.375243,0.031319,0.971907,0.000058,0.001177,0.100000,0.000294
39200,5.974070,0.017969,0.971480,0.000052,0.000048,0.100000,0.000294
39250,5.994327,0.013839,0.971503,0.000051,0.000193,0.100000,0.000294
39300,6.090350,0.015258,0.971597,0.000051,0.000008,0.100000,0.000294
39350,6.062551,0.030313,0.971969,0.000050,0.000270,0.100000,0.000294
39400,6.518850,0.034860,0.972751,0.000045,0.000011,0.100000,0.000294
39450,6.853653,0.024348,0.972921,0.000041,0.001034,0.100000,0.000294
39500,6.684014,0.023789,0.972461,0.000047,0.000042,0.100000,0.000294
39550,6.294848,0.018769,0.972160,0.000049,0.000002,0.100000,0.000294
39600,6.192168,0.013685,0.971857,0.000048,0.000000,0.100000,0.000294
39650,6.310007,0.020622,0.971419,0.000055,0.000723,0.100000,0.000294
39700,6.460012,0.034554,0.972403,0.000050,0.000029,0.100000,0.000294
39750,6.583796,0.037032,0.973208,0.000042,0.000235,0.100000,0.000294
39800,6.522226,0.033331,0.972749,0.000043,0.000010,0.100000,0.000294
39850,6.520834,0.043028,0.972691,0.000046,0.000623,0.100000,0.000294
39900,6.453584,0.038564,0.972448,0.000048,0.000025,0.100000,0.000294
39950,6.554242,0.022228,0.972346,0.000048,0.000001,0.100000,0.000294
40000,6.731820,0.016414,0.972142,0.000050,0.001660,0.100000,0.000294
40050,6.538594,0.020149,0.971950,0.000052,0.000263,0.100000,0.000294
40100,6.072827,0.031008,0.972687,0.000048,0.000331,0.100000,0.000293
40150,6.113924,0.039770,0.973267,0.000044,0.000013,0.100000,0.000293
40200,6.573423,0.036934,0.972863,0.000043,0.000001,0.100000,0.000293
40250,6.703541,0.031349,0.972362,0.000046,0.000152,0.100000,0.000293
40300,6.566200,0.025139,0.972245,0.000049,0.000006,0.100000,0.000293
40350,6.666051,0.019288,0.971885,0.000052,0.000000,0.100000,0.000293
40400,6.583882,0.040865,0.972485,0.000051,0.002924,0.100000,0.000293
40450,6.482781,0.046291,0.973012,0.000047,0.001022,0.100000,0.000293
40500,6.637964,0.026297,0.972661,0.000047,0.000042,0.100000,0.000293
40550,6.828797,0.036958,0.973493,0.000041,0.000002,0.100000,0.000293
40600,6.958066,0.038446,0.973620,0.000038,0.000000,0.100000,0.000293
40650,6.792536,0.031692,0.973069,0.000039,0.000477,0.100000,0.000293
40700,6.517629,0.037076,0.973372,0.000041,0.000634,0.100000,0.000293
40750,6.211814,0.021553,0.972586,0.000045,0.000165,0.100000,0.000293
40800,6.370340,0.011148,0.971838,0.000049,0.000588,0.100000,0.000293
40850,6.475796,0.033394,0.972915,0.000046,0.000024,0.100000,0.000293
40900,6.092616,0.042449,0.973124,0.000044,0.000803,0.100000,0.000293
40950,6.271614,0.030839,0.972899,0.000045,0.000033,0.100000,0.000293
41000,6.120407,0.044719,0.973952,0.000039,0.001787,0.100000,0.000293
41050,6.138980,0.052113,0.973794,0.000038,0.000073,0.100000,0.000293
41100,6.636013,0.040334,0.972823,0.000049,0.000892,0.100000,0.000293
41150,6.490148,0.026600,0.972264,0.000052,0.000036,0.100000,0.000293
41200,6.446303,0.026190,0.972024,0.000048,0.001857,0.100000,0.000293
41250,6.274130,0.042528,0.972136,0.000048,0.001871,0.100000,0.000293
41300,5.850190,0.074216,0.972890,0.000044,0.000405,0.100000,0.000293
41350,5.943723,0.089638,0.973175,0.000044,0.000962,0.100000,0.000293
41400,6.466491,0.060259,0.973206,0.000044,0.000097,0.100000,0.000293
41450,6.736506,0.041720,0.973437,0.000041,0.000004,0.100000,0.000293
41500,6.792365,0.038639,0.972714,0.000047,0.000570,0.100000,0.000293
41550,6.449286,0.035169,0.971857,0.000053,0.001097,0.100000,0.000293
41600,6.278078,0.033859,0.972044,0.000050,0.000145,0.100000,0.000293
41650,6.387346,0.025438,0.972144,0.000050,0.001026,0.100000,0.000293
41700,6.367750,0.021396,0.972130,0.000049,0.000042,0.100000,0.000293
41750,6.622242,0.024264,0.972929,0.000044,0.000299,0.100000,0.000293
41800,6.794613,0.023206,0.973117,0.000042,0.000012,0.100000,0.000293
41850,6.736246,0.021363,0.972522,0.000047,0.000000,0.100000,0.000293
41900,6.686477,0.014823,0.971492,0.000053,0.000000,0.100000,0.000293
41950,6.644197,0.006706,0.970826,0.000054,0.000000,0.100000,0.000293
42000,6.707262,0.012938,0.971365,0.000053,0.000000,0.100000,0.000293
42050,6.888508,0.020235,0.972199,0.000050,0.000000,0.100000,0.000293
42100,6.928527,0.032361,0.972410,0.000048,0.000000,0.100000,0.000293
42150,6.600441,0.045776,0.972797,0.000044,0.000793,0.100000,0.000293
42200,6.330070,0.047848,0.973587,0.000039,0.000032,0.100000,0.000293
42250,6.363282,0.044865,0.973593,0.000043,0.000851,0.100000,0.000293
42300,6.275087,0.028974,0.972741,0.000047,0.000290,0.100000,0.000293
42350,6.048486,0.028011,0.972830,0.000041,0.000012,0.100000,0.000293
42400,6.390960,0.031460,0.973035,0.000042,0.000000,0.100000,0.000293
42450,6.805569,0.019817,0.972246,0.000048,0.000000,0.100000,0.000293
42500,6.360758,0.046156,0.972468,0.000048,0.002321,0.100000,0.000293
42550,6.211649,0.056840,0.972901,0.000047,0.001858,0.100000,0.000293
42600,6.428168,0.034713,0.972564,0.000049,0.001930,0.100000,0.000293
42650,6.491352,0.030642,0.972516,0.000049,0.001009,0.100000,0.000293
42700,6.761404,0.023765,0.972200,0.000048,0.000149,0.100000,0.000293
42750,6.639277,0.023157,0.971851,0.000050,0.003725,0.100000,0.000293
42800,6.240239,0.028362,0.972343,0.000049,0.004750,0.100000,0.000293
42850,6.191649,0.028897,0.972512,0.000050,0.009537,0.100000,0.000293
42900,6.450137,0.037855,0.972994,0.000047,0.000866,0.100000,0.000293
42950,6.749255,0.039389,0.973432,0.000046,0.000035,0.100000,0.000292
43000,6.766535,0.028662,0.972544,0.000049,0.001946,0.100000,0.000292
43050,6.419251,0.020647,0.972096,0.000046,0.000079,0.100000,0.000292
43100,6.176526,0.015674,0.972108,0.000046,0.000635,0.100000,0.000292
43150,6.183715,0.014759,0.971648,0.000050,0.002143,0.100000,0.000292
43200,6.350338,0.019588,0.971830,0.000051,0.000150,0.100000,0.000292
43250,5.952137,0.056210,0.973680,0.000041,0.000536,0.100000,0.000292
43300,5.846117,0.060398,0.974091,0.000042,0.000022,0.100000,0.000292
43350,6.359813,0.022605,0.972065,0.000053,0.000172,0.100000,0.000292
43400,6.322356,0.016808,0.971777,0.000050,0.000007,0.100000,0.000292
43450,6.112725,0.017466,0.972185,0.000048,0.001394,0.100000,0.000292
43500,5.935538,0.012707,0.971494,0.000051,0.001934,0.100000,0.000292
43550,6.032518,0.023281,0.971883,0.000050,0.000779,0.100000,0.000292
43600,6.363324,0.044234,0.973004,0.000044,0.000032,0.100000,0.000292
43650,6.578910,0.046897,0.973423,0.000040,0.000001,0.100000,0.000292
43700,6.696616,0.036469,0.973469,0.000038,0.000000,0.100000,0.000292
43750,6.669128,0.032969,0.973210,0.000043,0.000000,0.100000,0.000292
43800,6.358700,0.025474,0.972768,0.000045,0.000000,0.100000,0.000292
43850,6.321633,0.027135,0.972727,0.000042,0.000000,0.100000,0.000292
43900,6.366180,0.033048,0.972102,0.000047,0.000000,0.100000,0.000292
43950,6.182992,0.026293,0.971476,0.000050,0.000000,0.100000,0.000292
44000,6.196195,0.029351,0.972457,0.000044,0.000165,0.100000,0.000292
44050,6.287904,0.039101,0.973482,0.000041,0.000007,0.100000,0.000292
44100,6.247589,0.033096,0.973171,0.000044,0.000000,0.100000,0.000292
44150,6.339144,0.023206,0.972762,0.000045,0.000000,0.100000,0.000292
44200,6.459294,0.020548,0.972442,0.000046,0.000000,0.100000,0.000292
44250,6.281346,0.019089,0.971918,0.000051,0.000952,0.100000,0.000292
44300,6.125959,0.020406,0.971828,0.000052,0.000192,0.100000,0.000292
44350,6.057834,0.022207,0.972171,0.000046,0.000456,0.100000,0.000292
44400,5.980140,0.023180,0.972320,0.000047,0.000478,0.100000,0.000292
44450,5.890949,0.016817,0.971645,0.000051,0.000019,0.100000,0.000292
44500,5.993616,0.009708,0.971192,0.000052,0.000926,0.100000,0.000292
44550,6.245312,0.015658,0.971893,0.000050,0.000038,0.100000,0.000292
44600,6.554483,0.024395,0.972600,0.000048,0.000002,0.100000,0.000292
44650,6.761332,0.025977,0.972496,0.000049,0.000000,0.100000,0.000292
44700,6.607884,0.024618,0.972882,0.000044,0.000000,0.100000,0.000292
44750,6.337341,0.027799,0.973385,0.000042,0.000063,0.100000,0.000292
44800,6.144635,0.033170,0.973070,0.000046,0.000714,0.100000,0.000292
44850,6.271081,0.029315,0.972491,0.000046,0.000563,0.100000,0.000292
44900,6.359790,0.022543,0.971525,0.000050,0.000840,0.100000,0.000292
44950,6.156180,0.021634,0.971747,0.000049,0.001107,0.100000,0.000292
45000,5.883139,0.022367,0.972607,0.000044,0.001471,0.100000,0.000292
45050,5.892191,0.024287,0.972876,0.000042,0.000154,0.100000,0.000292
45100,5.970231,0.023928,0.972791,0.000047,0.000006,0.100000,0.000292
45150,6.106148,0.019108,0.972485,0.000047,0.001577,0.100000,0.000292
45200,6.371710,0.024145,0.972704,0.000042,0.001054,0.100000,0.000292
45250,6.274743,0.034167,0.972868,0.000046,0.001703,0.100000,0.000292
45300,6.288745,0.028534,0.972453,0.000048,0.005634,0.100000,0.000292
45350,6.481247,0.031675,0.972975,0.000043,0.000691,0.100000,0.000292
45400,6.653241,0.037131,0.973946,0.000037,0.000028,0.100000,0.000292
45450,6.870568,0.035203,0.974194,0.000036,0.000582,0.100000,0.000292
45500,6.776493,0.033307,0.973531,0.000043,0.001722,0.100000,0.000292
45550,6.380801,0.017809,0.971959,0.000050,0.000070,0.100000,0.000292
45600,6.142047,0.009092,0.971307,0.000050,0.000167,0.100000,0.000291
45650,6.215096,0.023768,0.972361,0.000046,0.000185,0.100000,0.000291
45700,6.498443,0.025552,0.972601,0.000046,0.000008,0.100000,0.000291
45750,6.552139,0.016935,0.972449,0.000046,0.000000,0.100000,0.000291
45800,6.341356,0.019597,0.973052,0.000040,0.000000,0.100000,0.000291
45850,6.444424,0.039843,0.973228,0.000041,0.000361,0.100000,0.000291
45900,6.360921,0.054997,0.972714,0.000045,0.006933,0.100000,0.000291
45950,6.011402,0.047190,0.971892,0.000048,0.016843,0.100000,0.000291
46000,6.191317,0.038653,0.971938,0.000050,0.001887,0.100000,0.000291
46050,6.255325,0.030671,0.972388,0.000048,0.000345,0.100000,0.000291
46100,6.240959,0.025092,0.972748,0.000047,0.000014,0.100000,0.000291
46150,6.384033,0.025836,0.972756,0.000050,0.000001,0.100000,0.000291
46200,6.168966,0.022699,0.972776,0.000046,0.000000,0.100000,0.000291
46250,6.183995,0.014264,0.972766,0.000041,0.000000,0.100000,0.000291
46300,6.421633,0.012087,0.972310,0.000045,0.000000,0.100000,0.000291
46350,6.132357,0.162914,0.973091,0.000043,0.000000,0.100000,0.000291
46400,5.945941,0.207211,0.974472,0.000035,0.002257,0.100000,0.000291
46450,6.166014,0.073401,0.974105,0.000034,0.000092,0.100000,0.000291
46500,6.243572,0.036679,0.972765,0.000046,0.001492,0.100000,0.000291
46550,6.333166,0.019394,0.971836,0.000051,0.001413,0.100000,0.000291
46600,6.542561,0.015058,0.972073,0.000048,0.000134,0.100000,0.000291
46650,6.599748,0.018047,0.972468,0.000048,0.000264,0.100000,0.000291
46700,6.335512,0.034812,0.972938,0.000044,0.001116,0.100000,0.000291
46750,6.294601,0.038972,0.973159,0.000042,0.000209,0.100000,0.000291
46800,6.237566,0.042732,0.973635,0.000039,0.001536,0.100000,0.000291
46850,6.399410,0.043800,0.973754,0.000042,0.000063,0.100000,0.000291
46900,6.621736,0.021756,0.972273,0.000049,0.000003,0.100000,0.000291
46950,6.408033,0.016067,0.971580,0.000049,0.000358,0.100000,0.000291
47000,6.499449,0.024002,0.971915,0.000050,0.006140,0.100000,0.000291
47050,6.491066,0.038568,0.972653,0.000048,0.001124,0.100000,0.000291
47100,6.401648,0.043971,0.973245,0.000044,0.000127,0.100000,0.000291
47150,6.425150,0.061910,0.973548,0.000040,0.000005,0.100000,0.000291
47200,6.219866,0.069062,0.973575,0.000036,0.000000,0.100000,0.000291
47250,6.138974,0.056146,0.973437,0.000038,0.000000,0.100000,0.000291
47300,6.338683,0.045430,0.973544,0.000040,0.001191,0.100000,0.000291
47350,6.313238,0.029474,0.973926,0.000036,0.000048,0.100000,0.000291
47400,6.115665,0.021063,0.973694,0.000037,0.000002,0.100000,0.000291
47450,6.495374,0.021261,0.973016,0.000041,0.000000,0.100000,0.000291
47500,6.831796,0.020306,0.972489,0.000044,0.001941,0.100000,0.000291
47550,6.487511,0.017761,0.971981,0.000047,0.002760,0.100000,0.000291
47600,6.289720,0.036890,0.972445,0.000043,0.001865,0.100000,0.000291
47650,6.411943,0.072450,0.972914,0.000045,0.000425,0.100000,0.000291
47700,6.383183,0.053728,0.972711,0.000047,0.000017,0.100000,0.000291
47750,6.272097,0.017452,0.972789,0.000042,0.000001,0.100000,0.000291
47800,6.315236,0.036001,0.972760,0.000045,0.003221,0.100000,0.000291
47850,6.142467,0.061007,0.972424,0.000048,0.022780,0.100000,0.000291
47900,6.296099,0.060883,0.972642,0.000044,0.002993,0.100000,0.000291
47950,6.752746,0.041014,0.973385,0.000038,0.000122,0.100000,0.000291
48000,6.500146,0.033008,0.973880,0.000038,0.001401,0.100000,0.000291
48050,6.058970,0.025253,0.973302,0.000041,0.000132,0.100000,0.000291
48100,5.901882,0.013973,0.972327,0.000044,0.000126,0.100000,0.000291
48150,6.031617,0.014227,0.971832,0.000050,0.000714,0.100000,0.000290
48200,6.230867,0.014432,0.971718,0.000052,0.000029,0.100000,0.000290
48250,6.135691,0.016428,0.972174,0.000047,0.000001,0.100000,0.000290
48300,6.139094,0.030123,0.973167,0.000040,0.000059,0.100000,0.000290
48350,6.507964,0.053082,0.974029,0.000034,0.000002,0.100000,0.000290
48400,6.702699,0.051751,0.973696,0.000039,0.000000,0.100000,0.000290
48450,6.412127,0.028623,0.972719,0.000046,0.000000,0.100000,0.000290
48500,6.256746,0.022761,0.972112,0.000047,0.000055,0.100000,0.000290
48550,6.391683,0.020271,0.971700,0.000050,0.001404,0.100000,0.000290
48600,6.301394,0.024221,0.971572,0.000053,0.000306,0.100000,0.000290
48650,6.333546,0.047846,0.972749,0.000047,0.000623,0.100000,0.000290
48700,6.616012,0.049571,0.973861,0.000037,0.000025,0.100000,0.000290
48750,6.738595,0.042132,0.973769,0.000040,0.000077,0.100000,0.000290
48800,6.182621,0.061694,0.973449,0.000046,0.002784,0.100000,0.000290
48850,5.892131,0.059697,0.973186,0.000046,0.000431,0.100000,0.000290
48900,6.444585,0.032485,0.973106,0.000043,0.000018,0.100000,0.000290
48950,6.586237,0.030942,0.973033,0.000042,0.000254,0.100000,0.000290
49000,6.449183,0.033578,0.973343,0.000041,0.000010,0.100000,0.000290
49050,6.266610,0.064904,0.974830,0.000034,0.001436,0.100000,0.000290
49100,6.355472,0.087069,0.976286,0.000026,0.000058,0.100000,0.000290
49150,6.690446,0.059930,0.975916,0.000026,0.000002,0.100000,0.000290
49200,6.694223,0.042968,0.974450,0.000033,0.000843,0.100000,0.000290
49250,6.603664,0.043323,0.973447,0.000040,0.000453,0.100000,0.000290
49300,6.577471,0.027631,0.972339,0.000044,0.000018,0.100000,0.000290
49350,6.599542,0.015009,0.972097,0.000043,0.000001,0.100000,0.000290
49400,6.519102,0.018771,0.972438,0.000044,0.000872,0.100000,0.000290
49450,6.375913,0.015918,0.972089,0.000047,0.002463,0.100000,0.000290
49500,6.398441,0.022743,0.972419,0.000043,0.000100,0.100000,0.000290
49550,6.473173,0.030933,0.973024,0.000040,0.001568,0.100000,0.000290
49600,6.365683,0.069118,0.974201,0.000034,0.000128,0.100000,0.000290
49650,6.302273,0.103958,0.974575,0.000032,0.000231,0.100000,0.000290
49700,6.437479,0.077660,0.973908,0.000034,0.000099,0.100000,0.000290
49750,6.563369,0.123518,0.974656,0.000032,0.000914,0.100000,0.000290
49800,6.680672,0.124021,0.975094,0.000030,0.001754,0.100000,0.000290
49850,6.647869,0.047654,0.974497,0.000033,0.000276,0.100000,0.000290
49900,6.545288,0.032353,0.973709,0.000039,0.000011,0.100000,0.000290
49950,6.434669,0.026012,0.973067,0.000041,0.000000,0.100000,0.000290
50000,6.216267,0.024304,0.972732,0.000043,0.002603,0.100000,0.000290
50050,6.248393,0.020440,0.972354,0.000045,0.000465,0.100000,0.000290
50100,6.301911,0.021937,0.972791,0.000042,0.000019,0.100000,0.000290
50150,6.371670,0.032757,0.973660,0.000036,0.000001,0.100000,0.000290
50200,6.449222,0.039071,0.973731,0.000036,0.000000,0.100000,0.000290
50250,6.393477,0.051172,0.973801,0.000036,0.000000,0.100000,0.000290
50300,6.522791,0.095344,0.974047,0.000039,0.001016,0.100000,0.000290
50350,6.578788,0.075282,0.973457,0.000042,0.000263,0.100000,0.000290
50400,6.645958,0.023549,0.972751,0.000040,0.000198,0.100000,0.000290
50450,6.717171,0.024650,0.972640,0.000042,0.000314,0.100000,0.000290
50500,6.555332,0.036871,0.972770,0.000044,0.000013,0.100000,0.000290
50550,6.478139,0.036038,0.972882,0.000044,0.001156,0.100000,0.000289
50600,6.423460,0.027734,0.972931,0.000042,0.000097,0.100000,0.000289
50650,6.593145,0.035874,0.973401,0.000038,0.000004,0.100000,0.000289
50700,6.525825,0.101240,0.974973,0.000032,0.000000,0.100000,0.000289
50750,5.936303,0.128518,0.975661,0.000029,0.000000,0.100000,0.000289
50800,5.647340,0.080954,0.974796,0.000030,0.000000,0.100000,0.000289
50850,5.594383,0.077363,0.975023,0.000027,0.000000,0.100000,0.000289
50900,5.497158,0.072340,0.975023,0.000026,0.000000,0.100000,0.000289
50950,5.401229,0.052710,0.974131,0.000030,0.000000,0.100000,0.000289
51000,5.355883,0.047994,0.974012,0.000031,0.000000,0.100000,0.000289
51050,5.603228,0.064362,0.974886,0.000028,0.000000,0.100000,0.000289
51100,6.190676,0.070339,0.975577,0.000027,0.000000,0.100000,0.000289
51150,6.315898,0.056147,0.975207,0.000032,0.000000,0.100000,0.000289
51200,6.222162,0.037378,0.974142,0.000037,0.000000,0.100000,0.000289
51250,6.192374,0.027479,0.973054,0.000041,0.000000,0.100000,0.000289
51300,5.843166,0.038512,0.972518,0.000047,0.000129,0.100000,0.000289
51350,5.417794,0.037373,0.972004,0.000048,0.000005,0.100000,0.000289
51400,5.690045,0.040979,0.972512,0.000044,0.000000,0.100000,0.000289
51450,6.350843,0.033969,0.973099,0.000040,0.000000,0.100000,0.000289
51500,6.678899,0.028090,0.973366,0.000038,0.000000,0.100000,0.000289
51550,6.726376,0.034133,0.973687,0.000038,0.000000,0.100000,0.000289
51600,6.518331,0.031106,0.973161,0.000042,0.001854,0.100000,0.000289
51650,6.296262,0.032631,0.972595,0.000044,0.001622,0.100000,0.000289
51700,6.176409,0.039820,0.973005,0.000043,0.000066,0.100000,0.000289
51750,6.265150,0.034875,0.972955,0.000041,0.000003,0.100000,0.000289
51800,6.258331,0.025281,0.972195,0.000044,0.000106,0.100000,0.000289
51850,6.247614,0.058074,0.972442,0.000042,0.000141,0.100000,0.000289
51900,6.430102,0.093499,0.973149,0.000041,0.000096,0.100000,0.000289
51950,6.478690,0.061182,0.972889,0.000043,0.003393,0.100000,0.000289
52000,6.451532,0.020720,0.972209,0.000044,0.000260,0.100000,0.000289
52050,6.522119,0.014681,0.972339,0.000043,0.000011,0.100000,0.000289
52100,6.590310,0.015482,0.972586,0.000043,0.000000,0.100000,0.000289
52150,6.491635,0.020852,0.972763,0.000042,0.000070,0.100000,0.000289
52200,6.177295,0.066579,0.973980,0.000035,0.000003,0.100000,0.000289
52250,5.688928,0.086868,0.974610,0.000030,0.000000,0.100000,0.000289
52300,5.333748,0.059533,0.974044,0.000031,0.000000,0.100000,0.000289
52350,5.750468,0.064129,0.973718,0.000036,0.000000,0.100000,0.000289
52400,6.370506,0.052421,0.972810,0.000042,0.000000,0.100000,0.000289
52450,6.614899,0.046170,0.973147,0.000040,0.002305,0.100000,0.000289
52500,6.216909,0.050960,0.974088,0.000036,0.001083,0.100000,0.000289
52550,6.076995,0.039348,0.973673,0.000039,0.001066,0.100000,0.000289
52600,6.421928,0.032585,0.973015,0.000042,0.000497,0.100000,0.000289
52650,6.388103,0.028994,0.973164,0.000039,0.000020,0.100000,0.000289
52700,6.306212,0.038051,0.973814,0.000036,0.000001,0.100000,0.000289
52750,6.529088,0.043260,0.973934,0.000039,0.000000,0.100000,0.000289
52800,6.794707,0.025898,0.972557,0.000046,0.000832,0.100000,0.000288
52850,6.616708,0.012112,0.971612,0.000048,0.000091,0.100000,0.000288
52900,6.399663,0.034887,0.972416,0.000045,0.000004,0.100000,0.000288
52950,6.247573,0.045431,0.972494,0.000046,0.000000,0.100000,0.000288
53000,6.321698,0.030417,0.972234,0.000044,0.003456,0.100000,0.000288
53050,6.373570,0.027706,0.972619,0.000042,0.000285,0.100000,0.000288
53100,6.484199,0.031650,0.973379,0.000037,0.000755,0.100000,0.000288
53150,6.601730,0.031302,0.973446,0.000040,0.000355,0.100000,0.000288
53200,6.582806,0.022286,0.972724,0.000045,0.000014,0.100000,0.000288
53250,6.597355,0.019063,0.972748,0.000041,0.000433,0.100000,0.000288
53300,6.384309,0.023384,0.972883,0.000041,0.001332,0.100000,0.000288
53350,6.361749,0.022198,0.972714,0.000044,0.000054,0.100000,0.000288
53400,6.592603,0.022191,0.972686,0.000046,0.000303,0.100000,0.000288
53450,6.613996,0.034251,0.972864,0.000045,0.000524,0.100000,0.000288
53500,6.605195,0.060015,0.973843,0.000036,0.000021,0.100000,0.000288
53550,6.665577,0.059512,0.973899,0.000039,0.001167,0.100000,0.000288
53600,6.558721,0.033683,0.972869,0.000045,0.001564,0.100000,0.000288
53650,6.330827,0.023465,0.972361,0.000044,0.000875,0.100000,0.000288
53700,6.331073,0.024530,0.972207,0.000045,0.003939,0.100000,0.000288
53750,6.527794,0.029129,0.972224,0.000047,0.001787,0.100000,0.000288
53800,6.467497,0.041811,0.972775,0.000045,0.001243,0.100000,0.000288
53850,6.472568,0.044846,0.973612,0.000038,0.000474,0.100000,0.000288
53900,6.602760,0.034810,0.973845,0.000034,0.000776,0.100000,0.000288
53950,6.580135,0.025577,0.972791,0.000043,0.000032,0.100000,0.000288
54000,6.607236,0.014750,0.971878,0.000049,0.001545,0.100000,0.000288
54050,6.669766,0.011261,0.972072,0.000045,0.000540,0.100000,0.000288
54100,6.680128,0.016653,0.972256,0.000046,0.000022,0.100000,0.000288
54150,6.750049,0.020841,0.972461,0.000046,0.000160,0.100000,0.000288
54200,6.818367,0.025107,0.972894,0.000042,0.000007,0.100000,0.000288
54250,6.737255,0.030796,0.973150,0.000042,0.000000,0.100000,0.000288
54300,6.598521,0.026455,0.972743,0.000044,0.000000,0.100000,0.000288
54350,6.388515,0.018664,0.972774,0.000042,0.000188,0.100000,0.000288
54400,6.209125,0.020991,0.973244,0.000040,0.000008,0.100000,0.000288
54450,6.219641,0.022854,0.972878,0.000041,0.002974,0.100000,0.000288
54500,6.272087,0.027926,0.972408,0.000044,0.000517,0.100000,0.000288
54550,6.291829,0.035512,0.973019,0.000040,0.000021,0.100000,0.000288
54600,6.227003,0.035475,0.973576,0.000035,0.000001,0.100000,0.000288
54650,6.129770,0.035071,0.972957,0.000042,0.000075,0.100000,0.000288
54700,6.273460,0.037621,0.972760,0.000044,0.000725,0.100000,0.000288
54750,5.788749,0.062893,0.973719,0.000039,0.000147,0.100000,0.000288
54800,5.094994,0.062454,0.974025,0.000039,0.000006,0.100000,0.000288
54850,5.665765,0.037990,0.973985,0.000036,0.000000,0.100000,0.000288
54900,6.527839,0.034482,0.973915,0.000036,0.000000,0.100000,0.000288
54950,6.651975,0.029364,0.973642,0.000036,0.000000,0.100000,0.000288
55000,6.451901,0.023511,0.973407,0.000041,0.000000,0.100000,0.000287
